City,Country Code,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed,URL
Zhigansk,RU,66.77,123.37,-25.59,40,68,4.29,"http://api.openweathermap.org/data/2.5/weather?q=zhigansk,ru&units=imperial&appid=InsertKey"
Nogliki,RU,51.83,143.17,21.67,95,68,14.43,"http://api.openweathermap.org/data/2.5/weather?q=nogliki,ru&units=imperial&appid=InsertKey"
Suhbaatar,MN,50.23,106.21,-9.16,63,68,2.91,"http://api.openweathermap.org/data/2.5/weather?q=suhbaatar,mn&units=imperial&appid=InsertKey"
Talnakh,RU,69.49,88.4,-15.46,91,88,7.31,"http://api.openweathermap.org/data/2.5/weather?q=talnakh,ru&units=imperial&appid=InsertKey"
Katsuura,JP,35.13,140.3,41.0,35,20,13.87,"http://api.openweathermap.org/data/2.5/weather?q=katsuura,jp&units=imperial&appid=InsertKey"
Meulaboh,ID,4.14,96.13,75.22,100,92,6.38,"http://api.openweathermap.org/data/2.5/weather?q=meulaboh,id&units=imperial&appid=InsertKey"
Half Moon Bay,US,37.46,-122.43,61.47,36,1,6.93,"http://api.openweathermap.org/data/2.5/weather?q=half moon bay,us&units=imperial&appid=InsertKey"
Mar del Plata,AR,-38.0,-57.56,68.0,77,75,9.17,"http://api.openweathermap.org/data/2.5/weather?q=mar del plata,ar&units=imperial&appid=InsertKey"
Vaini,TO,-21.2,-175.2,80.6,65,40,2.24,"http://api.openweathermap.org/data/2.5/weather?q=vaini,to&units=imperial&appid=InsertKey"
Yellowknife,CA,62.46,-114.35,15.8,85,90,6.93,"http://api.openweathermap.org/data/2.5/weather?q=yellowknife,ca&units=imperial&appid=InsertKey"
Vestmannaeyjar,IS,63.44,-20.27,32.87,100,0,16.15,"http://api.openweathermap.org/data/2.5/weather?q=vestmannaeyjar,is&units=imperial&appid=InsertKey"
Solnechnyy,RU,50.72,136.63,7.67,83,80,4.41,"http://api.openweathermap.org/data/2.5/weather?q=solnechnyy,ru&units=imperial&appid=InsertKey"
Jamestown,SH,-15.94,-5.72,69.5,100,8,11.97,"http://api.openweathermap.org/data/2.5/weather?q=jamestown,sh&units=imperial&appid=InsertKey"
Planaltina,BR,-15.45,-47.61,68.0,94,75,8.05,"http://api.openweathermap.org/data/2.5/weather?q=planaltina,br&units=imperial&appid=InsertKey"
Road Town,VG,18.42,-64.62,80.6,83,20,6.93,"http://api.openweathermap.org/data/2.5/weather?q=road town,vg&units=imperial&appid=InsertKey"
Ahuimanu,US,21.44,-157.84,76.53,50,40,16.11,"http://api.openweathermap.org/data/2.5/weather?q=ahuimanu,us&units=imperial&appid=InsertKey"
Mayumba,GA,-3.43,10.66,76.16,100,92,5.64,"http://api.openweathermap.org/data/2.5/weather?q=mayumba,ga&units=imperial&appid=InsertKey"
Melendugno,IT,40.27,18.34,54.52,87,36,9.17,"http://api.openweathermap.org/data/2.5/weather?q=melendugno,it&units=imperial&appid=InsertKey"
Hithadhoo,MV,-0.6,73.08,81.65,100,92,8.55,"http://api.openweathermap.org/data/2.5/weather?q=hithadhoo,mv&units=imperial&appid=InsertKey"
Bochalema,CO,7.61,-72.65,82.4,65,40,9.17,"http://api.openweathermap.org/data/2.5/weather?q=bochalema,co&units=imperial&appid=InsertKey"
Muros,ES,42.78,-9.06,55.4,93,90,10.29,"http://api.openweathermap.org/data/2.5/weather?q=muros,es&units=imperial&appid=InsertKey"
Puerto Ayora,EC,-0.74,-90.35,78.8,61,20,16.11,"http://api.openweathermap.org/data/2.5/weather?q=puerto ayora,ec&units=imperial&appid=InsertKey"
Batagay-Alyta,RU,67.8,130.41,-48.9,0,12,2.62,"http://api.openweathermap.org/data/2.5/weather?q=batagay-alyta,ru&units=imperial&appid=InsertKey"
Castro,CL,-42.47,-73.77,55.64,98,92,10.45,"http://api.openweathermap.org/data/2.5/weather?q=castro,cl&units=imperial&appid=InsertKey"
Ulladulla,AU,-35.35,150.47,98.6,19,0,19.46,"http://api.openweathermap.org/data/2.5/weather?q=ulladulla,au&units=imperial&appid=InsertKey"
Punta Arenas,CL,-53.15,-70.92,57.2,54,75,26.4,"http://api.openweathermap.org/data/2.5/weather?q=punta arenas,cl&units=imperial&appid=InsertKey"
College,US,64.86,-147.8,39.83,51,40,4.7,"http://api.openweathermap.org/data/2.5/weather?q=college,us&units=imperial&appid=InsertKey"
Gouyave,GD,12.16,-61.73,80.6,83,20,9.17,"http://api.openweathermap.org/data/2.5/weather?q=gouyave,gd&units=imperial&appid=InsertKey"
Carnarvon,ZA,-30.97,22.13,53.44,56,0,10.67,"http://api.openweathermap.org/data/2.5/weather?q=carnarvon,za&units=imperial&appid=InsertKey"
Maumere,ID,-8.62,122.21,83.9,100,0,2.91,"http://api.openweathermap.org/data/2.5/weather?q=maumere,id&units=imperial&appid=InsertKey"
Avarua,CK,-21.21,-159.78,82.4,78,75,8.05,"http://api.openweathermap.org/data/2.5/weather?q=avarua,ck&units=imperial&appid=InsertKey"
Saint-Philippe,RE,-21.36,55.77,77.0,73,0,4.7,"http://api.openweathermap.org/data/2.5/weather?q=saint-philippe,re&units=imperial&appid=InsertKey"
San Angelo,US,31.46,-100.44,66.2,20,1,19.46,"http://api.openweathermap.org/data/2.5/weather?q=san angelo,us&units=imperial&appid=InsertKey"
Atherton,AU,-17.27,145.48,84.2,58,20,13.87,"http://api.openweathermap.org/data/2.5/weather?q=atherton,au&units=imperial&appid=InsertKey"
Atuona,PF,-9.8,-139.03,80.21,100,24,12.35,"http://api.openweathermap.org/data/2.5/weather?q=atuona,pf&units=imperial&appid=InsertKey"
Butaritari,KI,3.07,172.79,83.32,100,0,14.09,"http://api.openweathermap.org/data/2.5/weather?q=butaritari,ki&units=imperial&appid=InsertKey"
Kaeo,NZ,-35.1,173.78,73.82,59,12,14.36,"http://api.openweathermap.org/data/2.5/weather?q=kaeo,nz&units=imperial&appid=InsertKey"
Rosetta,EG,31.4,30.42,64.4,68,40,9.17,"http://api.openweathermap.org/data/2.5/weather?q=rosetta,eg&units=imperial&appid=InsertKey"
Tomatlan,MX,19.93,-105.25,79.13,56,8,3.36,"http://api.openweathermap.org/data/2.5/weather?q=tomatlan,mx&units=imperial&appid=InsertKey"
Ribeira Grande,PT,38.52,-28.7,64.69,100,92,12.68,"http://api.openweathermap.org/data/2.5/weather?q=ribeira grande,pt&units=imperial&appid=InsertKey"
Port Alfred,ZA,-33.59,26.89,63.47,100,92,18.39,"http://api.openweathermap.org/data/2.5/weather?q=port alfred,za&units=imperial&appid=InsertKey"
Klaksvik,FO,62.23,-6.59,39.2,80,64,12.75,"http://api.openweathermap.org/data/2.5/weather?q=klaksvik,fo&units=imperial&appid=InsertKey"
Bredasdorp,ZA,-34.53,20.04,62.6,82,88,4.7,"http://api.openweathermap.org/data/2.5/weather?q=bredasdorp,za&units=imperial&appid=InsertKey"
Sambava,MG,-14.27,50.17,77.02,100,92,12.8,"http://api.openweathermap.org/data/2.5/weather?q=sambava,mg&units=imperial&appid=InsertKey"
Dingle,IE,52.14,-10.27,47.09,100,48,36.84,"http://api.openweathermap.org/data/2.5/weather?q=dingle,ie&units=imperial&appid=InsertKey"
Banda Aceh,ID,5.56,95.32,74.14,100,92,2.01,"http://api.openweathermap.org/data/2.5/weather?q=banda aceh,id&units=imperial&appid=InsertKey"
Bethel,US,41.37,-73.41,25.61,35,1,13.87,"http://api.openweathermap.org/data/2.5/weather?q=bethel,us&units=imperial&appid=InsertKey"
Tianpeng,CN,30.99,103.94,46.4,93,40,2.24,"http://api.openweathermap.org/data/2.5/weather?q=tianpeng,cn&units=imperial&appid=InsertKey"
Rikitea,PF,-23.12,-134.97,76.39,100,48,13.91,"http://api.openweathermap.org/data/2.5/weather?q=rikitea,pf&units=imperial&appid=InsertKey"
Ponta do Sol,CV,17.2,-25.09,73.42,100,80,20.24,"http://api.openweathermap.org/data/2.5/weather?q=ponta do sol,cv&units=imperial&appid=InsertKey"
Georgetown,SH,-7.93,-14.42,75.8,100,68,13.31,"http://api.openweathermap.org/data/2.5/weather?q=georgetown,sh&units=imperial&appid=InsertKey"
San Patricio,MX,19.22,-104.7,82.4,69,40,6.93,"http://api.openweathermap.org/data/2.5/weather?q=san patricio,mx&units=imperial&appid=InsertKey"
Sisimiut,GL,66.94,-53.67,15.95,100,76,2.84,"http://api.openweathermap.org/data/2.5/weather?q=sisimiut,gl&units=imperial&appid=InsertKey"
Vila do Maio,CV,15.13,-23.22,75.2,64,40,14.99,"http://api.openweathermap.org/data/2.5/weather?q=vila do maio,cv&units=imperial&appid=InsertKey"
Bilibino,RU,68.05,166.44,-13.12,77,80,3.4,"http://api.openweathermap.org/data/2.5/weather?q=bilibino,ru&units=imperial&appid=InsertKey"
Cape Town,ZA,-33.93,18.42,60.8,93,75,1.12,"http://api.openweathermap.org/data/2.5/weather?q=cape town,za&units=imperial&appid=InsertKey"
Ust-Nera,RU,64.57,143.2,-26.8,74,48,1.83,"http://api.openweathermap.org/data/2.5/weather?q=ust-nera,ru&units=imperial&appid=InsertKey"
Kattivakkam,IN,13.22,80.32,73.4,94,20,3.58,"http://api.openweathermap.org/data/2.5/weather?q=kattivakkam,in&units=imperial&appid=InsertKey"
Dandong,CN,40.13,124.39,-3.99,79,12,4.59,"http://api.openweathermap.org/data/2.5/weather?q=dandong,cn&units=imperial&appid=InsertKey"
Wanaka,NZ,-44.7,169.15,57.62,69,48,2.8,"http://api.openweathermap.org/data/2.5/weather?q=wanaka,nz&units=imperial&appid=InsertKey"
New Norfolk,AU,-42.78,147.06,75.2,47,75,14.99,"http://api.openweathermap.org/data/2.5/weather?q=new norfolk,au&units=imperial&appid=InsertKey"
San Policarpo,PH,12.18,125.51,76.7,100,92,23.71,"http://api.openweathermap.org/data/2.5/weather?q=san policarpo,ph&units=imperial&appid=InsertKey"
Ugoofaaru,MV,5.67,73.0,81.61,100,0,4.29,"http://api.openweathermap.org/data/2.5/weather?q=ugoofaaru,mv&units=imperial&appid=InsertKey"
Port Hardy,CA,50.7,-127.42,44.6,87,90,2.24,"http://api.openweathermap.org/data/2.5/weather?q=port hardy,ca&units=imperial&appid=InsertKey"
Tahe,CN,52.33,124.73,-14.56,63,32,2.62,"http://api.openweathermap.org/data/2.5/weather?q=tahe,cn&units=imperial&appid=InsertKey"
Talcahuano,CL,-36.72,-73.12,66.2,63,0,12.75,"http://api.openweathermap.org/data/2.5/weather?q=talcahuano,cl&units=imperial&appid=InsertKey"
Port Lincoln,AU,-34.73,135.87,64.73,90,36,10.45,"http://api.openweathermap.org/data/2.5/weather?q=port lincoln,au&units=imperial&appid=InsertKey"
Geraldton,AU,-28.77,114.6,62.6,82,0,12.75,"http://api.openweathermap.org/data/2.5/weather?q=geraldton,au&units=imperial&appid=InsertKey"
Mahebourg,MU,-20.41,57.7,78.8,88,75,6.93,"http://api.openweathermap.org/data/2.5/weather?q=mahebourg,mu&units=imperial&appid=InsertKey"
Kapaa,US,22.08,-159.32,73.53,60,90,18.34,"http://api.openweathermap.org/data/2.5/weather?q=kapaa,us&units=imperial&appid=InsertKey"
Tartagal,AR,-22.52,-63.8,93.2,49,0,11.41,"http://api.openweathermap.org/data/2.5/weather?q=tartagal,ar&units=imperial&appid=InsertKey"
Cabo San Lucas,MX,22.89,-109.91,71.6,68,90,3.36,"http://api.openweathermap.org/data/2.5/weather?q=cabo san lucas,mx&units=imperial&appid=InsertKey"
Joshimath,IN,30.57,79.57,6.82,92,68,1.34,"http://api.openweathermap.org/data/2.5/weather?q=joshimath,in&units=imperial&appid=InsertKey"
Hobart,AU,-42.88,147.33,75.2,47,75,14.99,"http://api.openweathermap.org/data/2.5/weather?q=hobart,au&units=imperial&appid=InsertKey"
Mitsamiouli,KM,-11.38,43.28,77.0,83,20,3.36,"http://api.openweathermap.org/data/2.5/weather?q=mitsamiouli,km&units=imperial&appid=InsertKey"
Nouadhibou,MR,20.93,-17.03,62.6,67,0,20.8,"http://api.openweathermap.org/data/2.5/weather?q=nouadhibou,mr&units=imperial&appid=InsertKey"
Guerrero Negro,MX,27.98,-114.06,70.81,42,0,7.87,"http://api.openweathermap.org/data/2.5/weather?q=guerrero negro,mx&units=imperial&appid=InsertKey"
Kavieng,PG,-2.57,150.8,82.1,100,76,13.31,"http://api.openweathermap.org/data/2.5/weather?q=kavieng,pg&units=imperial&appid=InsertKey"
Dzilam Gonzalez,MX,21.28,-88.93,69.86,63,8,4.07,"http://api.openweathermap.org/data/2.5/weather?q=dzilam gonzalez,mx&units=imperial&appid=InsertKey"
San Cristobal,EC,-0.9,-89.62,71.6,83,90,11.41,"http://api.openweathermap.org/data/2.5/weather?q=san cristobal,ec&units=imperial&appid=InsertKey"
Sinnamary,GF,5.38,-52.95,78.95,100,88,7.94,"http://api.openweathermap.org/data/2.5/weather?q=sinnamary,gf&units=imperial&appid=InsertKey"
Kavaratti,IN,10.57,72.64,78.82,100,56,7.09,"http://api.openweathermap.org/data/2.5/weather?q=kavaratti,in&units=imperial&appid=InsertKey"
Constitucion,CL,-35.33,-72.42,59.11,93,0,11.9,"http://api.openweathermap.org/data/2.5/weather?q=constitucion,cl&units=imperial&appid=InsertKey"
Chuy,UY,-33.7,-53.46,73.46,77,24,13.98,"http://api.openweathermap.org/data/2.5/weather?q=chuy,uy&units=imperial&appid=InsertKey"
Kutum,SD,14.2,24.67,57.62,54,32,7.94,"http://api.openweathermap.org/data/2.5/weather?q=kutum,sd&units=imperial&appid=InsertKey"
Kahului,US,20.89,-156.47,76.87,51,40,16.11,"http://api.openweathermap.org/data/2.5/weather?q=kahului,us&units=imperial&appid=InsertKey"
Mandalgovi,MN,45.76,106.27,2.09,76,64,9.66,"http://api.openweathermap.org/data/2.5/weather?q=mandalgovi,mn&units=imperial&appid=InsertKey"
Kondinskoye,RU,59.65,67.41,0.79,75,32,10.18,"http://api.openweathermap.org/data/2.5/weather?q=kondinskoye,ru&units=imperial&appid=InsertKey"
Dzhebariki-Khaya,RU,62.22,135.8,-49.21,0,12,2.39,"http://api.openweathermap.org/data/2.5/weather?q=dzhebariki-khaya,ru&units=imperial&appid=InsertKey"
Tual,ID,-5.67,132.75,84.76,100,48,7.87,"http://api.openweathermap.org/data/2.5/weather?q=tual,id&units=imperial&appid=InsertKey"
North Platte,US,41.12,-100.77,46.4,39,1,14.99,"http://api.openweathermap.org/data/2.5/weather?q=north platte,us&units=imperial&appid=InsertKey"
Bonnyville,CA,54.27,-110.74,39.2,60,75,13.87,"http://api.openweathermap.org/data/2.5/weather?q=bonnyville,ca&units=imperial&appid=InsertKey"
La Ronge,CA,55.1,-105.28,23.0,92,90,4.7,"http://api.openweathermap.org/data/2.5/weather?q=la ronge,ca&units=imperial&appid=InsertKey"
Caravelas,BR,-17.71,-39.25,77.29,100,100,22.97,"http://api.openweathermap.org/data/2.5/weather?q=caravelas,br&units=imperial&appid=InsertKey"
Manjo,CM,4.84,9.82,66.04,95,0,1.57,"http://api.openweathermap.org/data/2.5/weather?q=manjo,cm&units=imperial&appid=InsertKey"
Okoneshnikovo,RU,54.84,75.08,-5.83,73,36,5.75,"http://api.openweathermap.org/data/2.5/weather?q=okoneshnikovo,ru&units=imperial&appid=InsertKey"
Saskylakh,RU,71.92,114.08,-30.9,52,64,3.4,"http://api.openweathermap.org/data/2.5/weather?q=saskylakh,ru&units=imperial&appid=InsertKey"
Healesville,AU,-37.65,145.52,72.52,64,40,10.29,"http://api.openweathermap.org/data/2.5/weather?q=healesville,au&units=imperial&appid=InsertKey"
Victoria,SC,-4.62,55.45,78.8,88,40,8.05,"http://api.openweathermap.org/data/2.5/weather?q=victoria,sc&units=imperial&appid=InsertKey"
Santa Maria do Para,BR,-1.35,-47.58,77.33,92,76,5.75,"http://api.openweathermap.org/data/2.5/weather?q=santa maria do para,br&units=imperial&appid=InsertKey"
Khatanga,RU,71.97,102.5,-42.28,0,20,4.14,"http://api.openweathermap.org/data/2.5/weather?q=khatanga,ru&units=imperial&appid=InsertKey"
Somerset,US,40.5,-74.49,27.12,42,1,3.36,"http://api.openweathermap.org/data/2.5/weather?q=somerset,us&units=imperial&appid=InsertKey"
Tuktoyaktuk,CA,69.45,-133.04,-2.21,84,20,12.75,"http://api.openweathermap.org/data/2.5/weather?q=tuktoyaktuk,ca&units=imperial&appid=InsertKey"
Bambous Virieux,MU,-20.34,57.76,78.8,88,75,6.93,"http://api.openweathermap.org/data/2.5/weather?q=bambous virieux,mu&units=imperial&appid=InsertKey"
Grivenskaya,RU,45.65,38.18,40.39,81,0,6.53,"http://api.openweathermap.org/data/2.5/weather?q=grivenskaya,ru&units=imperial&appid=InsertKey"
East London,ZA,-33.02,27.91,67.07,100,92,29.19,"http://api.openweathermap.org/data/2.5/weather?q=east london,za&units=imperial&appid=InsertKey"
Harper,LR,4.38,-7.72,81.79,100,0,7.09,"http://api.openweathermap.org/data/2.5/weather?q=harper,lr&units=imperial&appid=InsertKey"
Sampang,ID,-7.19,113.24,77.0,94,20,3.36,"http://api.openweathermap.org/data/2.5/weather?q=sampang,id&units=imperial&appid=InsertKey"
Gawler,AU,-34.6,138.73,68.0,72,75,17.22,"http://api.openweathermap.org/data/2.5/weather?q=gawler,au&units=imperial&appid=InsertKey"
Alofi,NU,-19.06,-169.92,82.4,65,92,9.17,"http://api.openweathermap.org/data/2.5/weather?q=alofi,nu&units=imperial&appid=InsertKey"
Qaanaaq,GL,77.48,-69.36,13.39,91,80,7.09,"http://api.openweathermap.org/data/2.5/weather?q=qaanaaq,gl&units=imperial&appid=InsertKey"
Xanten,DE,51.67,6.45,41.43,87,40,20.8,"http://api.openweathermap.org/data/2.5/weather?q=xanten,de&units=imperial&appid=InsertKey"
Souillac,MU,-20.52,57.52,78.8,88,75,6.93,"http://api.openweathermap.org/data/2.5/weather?q=souillac,mu&units=imperial&appid=InsertKey"
Hambantota,LK,6.12,81.12,75.8,100,0,3.85,"http://api.openweathermap.org/data/2.5/weather?q=hambantota,lk&units=imperial&appid=InsertKey"
Myitkyina,MM,25.38,97.4,57.8,97,0,1.72,"http://api.openweathermap.org/data/2.5/weather?q=myitkyina,mm&units=imperial&appid=InsertKey"
Ratholo,BW,-22.72,27.57,63.2,86,0,2.73,"http://api.openweathermap.org/data/2.5/weather?q=ratholo,bw&units=imperial&appid=InsertKey"
Carroll,US,42.07,-94.87,37.4,69,90,25.28,"http://api.openweathermap.org/data/2.5/weather?q=carroll,us&units=imperial&appid=InsertKey"
Ocos,GT,14.51,-92.19,84.72,69,40,8.05,"http://api.openweathermap.org/data/2.5/weather?q=ocos,gt&units=imperial&appid=InsertKey"
Severo-Kurilsk,RU,50.68,156.12,31.57,100,64,14.81,"http://api.openweathermap.org/data/2.5/weather?q=severo-kurilsk,ru&units=imperial&appid=InsertKey"
Vila Velha,BR,-20.33,-40.29,77.0,73,75,11.41,"http://api.openweathermap.org/data/2.5/weather?q=vila velha,br&units=imperial&appid=InsertKey"
Portsmouth,US,36.84,-76.3,33.57,34,40,6.93,"http://api.openweathermap.org/data/2.5/weather?q=portsmouth,us&units=imperial&appid=InsertKey"
Ust-Maya,RU,60.42,134.53,-42.24,0,20,1.83,"http://api.openweathermap.org/data/2.5/weather?q=ust-maya,ru&units=imperial&appid=InsertKey"
Ostrovnoy,RU,68.05,39.51,22.61,86,20,22.08,"http://api.openweathermap.org/data/2.5/weather?q=ostrovnoy,ru&units=imperial&appid=InsertKey"
Agutaya,PH,11.15,120.94,82.1,100,80,24.99,"http://api.openweathermap.org/data/2.5/weather?q=agutaya,ph&units=imperial&appid=InsertKey"
Presidente Olegario,BR,-18.42,-46.42,72.61,71,92,8.66,"http://api.openweathermap.org/data/2.5/weather?q=presidente olegario,br&units=imperial&appid=InsertKey"
Kushiro,JP,42.98,144.37,30.2,74,40,9.17,"http://api.openweathermap.org/data/2.5/weather?q=kushiro,jp&units=imperial&appid=InsertKey"
Domoni,KM,-12.26,44.53,82.19,100,32,2.28,"http://api.openweathermap.org/data/2.5/weather?q=domoni,km&units=imperial&appid=InsertKey"
Ulaangom,MN,49.98,92.07,-26.89,34,0,2.28,"http://api.openweathermap.org/data/2.5/weather?q=ulaangom,mn&units=imperial&appid=InsertKey"
Quang Ngai,VN,15.12,108.8,67.16,98,88,2.35,"http://api.openweathermap.org/data/2.5/weather?q=quang ngai,vn&units=imperial&appid=InsertKey"
Tasiilaq,GL,65.61,-37.64,26.6,68,20,5.82,"http://api.openweathermap.org/data/2.5/weather?q=tasiilaq,gl&units=imperial&appid=InsertKey"
Lamesa,US,32.74,-101.95,66.2,15,1,9.17,"http://api.openweathermap.org/data/2.5/weather?q=lamesa,us&units=imperial&appid=InsertKey"
Sangueya,GN,10.7,-14.37,66.8,82,12,3.02,"http://api.openweathermap.org/data/2.5/weather?q=sangueya,gn&units=imperial&appid=InsertKey"
Hailun,CN,47.45,126.93,-26.89,42,0,3.91,"http://api.openweathermap.org/data/2.5/weather?q=hailun,cn&units=imperial&appid=InsertKey"
Tongliao,CN,43.61,122.27,-10.42,54,0,6.93,"http://api.openweathermap.org/data/2.5/weather?q=tongliao,cn&units=imperial&appid=InsertKey"
Ewa Beach,US,21.32,-158.01,76.55,50,75,12.75,"http://api.openweathermap.org/data/2.5/weather?q=ewa beach,us&units=imperial&appid=InsertKey"
Girvan,GB,55.24,-4.86,35.6,100,40,3.36,"http://api.openweathermap.org/data/2.5/weather?q=girvan,gb&units=imperial&appid=InsertKey"
Kirkwall,GB,58.98,-2.96,34.36,86,92,11.41,"http://api.openweathermap.org/data/2.5/weather?q=kirkwall,gb&units=imperial&appid=InsertKey"
Wa,GH,10.06,-2.5,78.59,48,92,6.26,"http://api.openweathermap.org/data/2.5/weather?q=wa,gh&units=imperial&appid=InsertKey"
Abu Dhabi,AE,24.47,54.37,65.25,48,0,5.82,"http://api.openweathermap.org/data/2.5/weather?q=abu dhabi,ae&units=imperial&appid=InsertKey"
Bluff,NZ,-46.6,168.33,57.35,100,0,5.14,"http://api.openweathermap.org/data/2.5/weather?q=bluff,nz&units=imperial&appid=InsertKey"
Abreus,CU,22.28,-80.57,66.0,82,20,6.93,"http://api.openweathermap.org/data/2.5/weather?q=abreus,cu&units=imperial&appid=InsertKey"
Adrar,DZ,27.87,-0.29,59.0,22,0,17.22,"http://api.openweathermap.org/data/2.5/weather?q=adrar,dz&units=imperial&appid=InsertKey"
Coihaique,CL,-45.58,-72.07,63.03,59,75,9.17,"http://api.openweathermap.org/data/2.5/weather?q=coihaique,cl&units=imperial&appid=InsertKey"
San Matias,BO,-16.37,-58.4,82.42,73,48,5.03,"http://api.openweathermap.org/data/2.5/weather?q=san matias,bo&units=imperial&appid=InsertKey"
Carnarvon,AU,-24.87,113.63,76.52,85,0,21.14,"http://api.openweathermap.org/data/2.5/weather?q=carnarvon,au&units=imperial&appid=InsertKey"
Nabari,JP,34.62,136.08,32.0,62,40,1.12,"http://api.openweathermap.org/data/2.5/weather?q=nabari,jp&units=imperial&appid=InsertKey"
Nanakuli,US,21.39,-158.15,76.6,60,75,13.87,"http://api.openweathermap.org/data/2.5/weather?q=nanakuli,us&units=imperial&appid=InsertKey"
